image_path,mask_path,scene_token,sample_token
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306912404.png,6f83169d067343658251f72e1dd17dbc,27900b9c3cfb48ed8b49087098d4a15a
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307412404.png,6f83169d067343658251f72e1dd17dbc,c4f9b75136384ec4a76c4adfc28b4259
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307912404.png,6f83169d067343658251f72e1dd17dbc,a572dd2e95e94e4db66bb5dbfaf870b5
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308362404.png,6f83169d067343658251f72e1dd17dbc,313a60afcab5481a94a4815e0d1a6496
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308862404.png,6f83169d067343658251f72e1dd17dbc,d2ae3c5bbb5343a393882b44d56f8da3
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309362404.png,6f83169d067343658251f72e1dd17dbc,59bd7a9fae8a45bcb76f1847cf09e000
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404.png,6f83169d067343658251f72e1dd17dbc,37535cd306954669a2b21578573b93e3
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310362404.png,6f83169d067343658251f72e1dd17dbc,3a064c48e47b489a8b442b8081f877b6
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.png,6f83169d067343658251f72e1dd17dbc,d3c0bbf933594f7184e20d761b6416f4
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.png,6f83169d067343658251f72e1dd17dbc,31812a5e8d514b5f8d2fbc50fc007475
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.png,6f83169d067343658251f72e1dd17dbc,32e2619879854a83953c08ec8557f3bb
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.png,6f83169d067343658251f72e1dd17dbc,4d7cf1ad5f9c4842bb6f135e058deed4
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.png,6f83169d067343658251f72e1dd17dbc,c143943fd6e246448eab88ce1a0aeda9
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.png,6f83169d067343658251f72e1dd17dbc,47188ae2bc8c4faf83c909b135701176
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313862404.png,6f83169d067343658251f72e1dd17dbc,a5f101af325144bd8b8f67694766e255
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314362404.png,6f83169d067343658251f72e1dd17dbc,6f114ec641f8426399b69e844c0dfd62
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314862404.png,6f83169d067343658251f72e1dd17dbc,ed5b84e7ea6f434e99d7816b37d15f2f
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315412404.png,6f83169d067343658251f72e1dd17dbc,739b12938d0e410d9b8fc832dfad5510
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315912404.png,6f83169d067343658251f72e1dd17dbc,dcbe451d383e450786aaad04ab9d3790
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092112404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092112404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,5991fad3280c4f84b331536c32001a04
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092662404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092662404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,2578329fc3ae484bb23ef766808f4be5
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093162404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093162404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,8057958576034e51bac9bdc5740128d5
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093612404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093612404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,23799328f65843fc9e0c71f2bfbe90ef
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094112404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094112404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,6af01b48aec7475eac1f8e9add0276ff
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094512404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094512404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,df7066fa5f0d4b708982747cc3feed14
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094912404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,5f6cc6483988439a824cec99e28bb5b9
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095412404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,c9304cf98aad4ff0bb5b0cff0aab65d2
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095912404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,79937d5eae1d450499677a0dcffa210c
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,5c85640c10d9485c86bf6eb44778c002
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096862404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,91d9058720eb4c25a172236e14e11085
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,9768a199e4884a0db50d015703efe969
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097862411.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097862411.png,bebf5f5b2a674631ab5c88fd1aa9e87a,39bc0a6b3692446d8ba3bde3d6a0774e
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,f6ef25ab02c0483b9df411ed84873f41
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098862404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,576f17c305324ed7bf460f0110617355
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,0fa505e5dd804d3b9f9f076d23b28d6d
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099862404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,447c96d132e9494e8b03050e8dcae124
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,baaa60749cd04db7952fd8f4ef8ac837
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100862404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100862404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,d7387fb5a21d40a990a5842cca61af1c
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101362404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101362404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,252b65dd79ce4712af1b898b64ea3b98
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101912404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,0d7263a5b8264cad996582d6219ef1f2
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102412404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,8017a35b9b5e476289a89bd098a4a1d1
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102912404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,8580e9a249b64b59bead9d80c0e13e8b
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103412404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,5f3fc3c1d08b47cabc1bbca600abbfa8
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103912404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103912404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,7ff999a1242e4573a81dd3a6f0c158a2
C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385104412404.jpg,C:\Users\shrey\OneDrive\Documents\Hackathon\Mahe-26\Output\masks_v2\n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385104412404.png,bebf5f5b2a674631ab5c88fd1aa9e87a,0402e40724984f3b833496067d46c771
